Date,Temperature,Relative Humidity,Peak Demand,Population Growth (%),Precipitation,Energy Imports (%),Wind speed 10 m,Delhi_Daily_Sales,Cumulative_EVs_Delhi,Estimated_Charging_Load_MW,Energy Mix Contribution (%),Renewable Energy (%),Earth Skin Temperature,GDP (Trillions USD)
1/1/2020,10.65,48.65,174.2,0.973,0,29.382,2.49,53.02,53.02,0.08,6.96,3.955,9.13,2.53
1/2/2020,12.48,72.65,173.3666667,0.973,0.06,29.382,2.41,53.02,106.04,0.16,6.96,3.955,12.07,2.53
1/3/2020,14.64,74.02,172.5333333,0.973,0.06,29.382,2.01,53.02,159.06,0.24,6.96,3.955,14.57,2.53
1/4/2020,13.88,66.9,171.7,0.973,0.09,29.382,2.32,53.02,212.08,0.31,6.96,3.955,13.35,2.53
1/5/2020,12.81,54.56,153.7333333,0.973,0,29.382,2.84,53.02,265.1,0.39,6.96,3.955,12.41,2.53
1/6/2020,13.7,55.23,170,0.973,0.02,29.382,2.48,53.02,318.12,0.47,6.96,3.955,13.66,2.53
1/7/2020,14.59,75.14,169.1666667,0.973,0.89,29.382,2.98,53.02,371.14,0.55,6.96,3.955,14.99,2.53
1/8/2020,13.18,86.74,168.3333333,0.973,9.69,29.382,2.66,53.02,424.16,0.63,6.96,3.955,13.38,2.53
1/9/2020,9.67,67.72,167.5,0.973,0.15,29.382,3.98,53.02,477.18,0.71,6.96,3.955,9.94,2.53
1/10/2020,8.99,55.02,166.6666667,0.973,0,29.382,3.44,53.02,530.2,0.78,6.96,3.955,8.96,2.53
1/11/2020,10.4,43.57,165.8333333,0.973,0,29.382,2.51,53.02,583.22,0.86,6.96,3.955,9.13,2.53
1/12/2020,13.13,38.27,148.5,0.973,0,29.382,1.95,53.02,636.24,0.94,6.96,3.955,11.22,2.53
1/13/2020,14.82,57.85,164.1333333,0.973,0.27,29.382,3.5,53.02,689.26,1.02,6.96,3.955,14.7,2.53
1/14/2020,14.25,70.79,163.3,0.973,0.02,29.382,2.29,53.02,742.28,1.1,6.96,3.955,14.89,2.53
1/15/2020,13.32,67.25,162.4666667,0.973,0,29.382,2.22,53.02,795.3,1.18,6.96,3.955,13.99,2.53
1/16/2020,12.64,81.97,161.6333333,0.973,3.03,29.382,2.84,53.02,848.32,1.26,6.96,3.955,13.02,2.53
1/17/2020,12.85,76.27,160.8,0.973,7.54,29.382,2.69,53.02,901.34,1.33,6.96,3.955,13.15,2.53
1/18/2020,12.95,67.51,159.9666667,0.973,0,29.382,2.25,53.02,954.36,1.41,6.96,3.955,12.85,2.53
1/19/2020,11.06,66.46,143.2333333,0.973,0,29.382,3.22,53.02,1007.38,1.49,6.96,3.955,11.25,2.53
1/20/2020,11.01,67.55,158.3,0.973,0,29.382,2.48,53.02,1060.4,1.57,6.96,3.955,11.23,2.53
1/21/2020,13.13,50.6,157.4333333,0.973,0,29.382,2.04,53.02,1113.42,1.65,6.96,3.955,12.84,2.53
1/22/2020,12.91,51.7,156.6,0.973,0,29.382,3.23,53.02,1166.44,1.73,6.96,3.955,12.29,2.53
1/23/2020,11.36,58.68,155.7666667,0.973,0,29.382,5.32,53.02,1219.46,1.8,6.96,3.955,11.4,2.53
1/24/2020,11.46,48.89,154.9333333,0.973,0,29.382,4.73,53.02,1272.48,1.88,6.96,3.955,11.29,2.53
1/25/2020,11.77,47.91,154.1,0.973,0,29.382,2.58,53.02,1325.5,1.96,6.96,3.955,11.6,2.53
1/26/2020,14.12,54.88,137.9333333,0.973,0,29.382,2.79,53.02,1378.52,2.04,6.96,3.955,13.61,2.53
1/27/2020,15.98,58.08,152.4333333,0.973,0.44,29.382,2.54,53.02,1431.54,2.12,6.96,3.955,15.06,2.53
1/28/2020,14.23,74.55,151.6,0.973,5.96,29.382,2.86,53.02,1484.56,2.2,6.96,3.955,13.55,2.53
1/29/2020,13.94,68.64,150.7333333,0.973,1.26,29.382,2.23,53.02,1537.58,2.28,6.96,3.955,13.86,2.53
1/30/2020,12.01,61.52,149.9,0.973,0,29.382,3.91,53.02,1590.6,2.35,6.96,3.955,12.11,2.53
1/31/2020,11.83,57.77,149.0666667,0.973,0,29.382,2.92,53.02,1643.62,2.43,6.96,3.955,11.39,2.53
2/1/2020,12.39,53.14,148.2333333,0.973,0,29.382,2.29,55.69,1699.31,2.51,6.96,3.955,11.73,2.53
2/2/2020,11.46,59.41,132.7333333,0.973,0,29.382,3.53,55.69,1755,2.6,6.96,3.955,11.52,2.53
2/3/2020,12.08,55.59,146.7,0.973,0,29.382,2.46,55.69,1810.69,2.68,6.96,3.955,11.11,2.53
2/4/2020,12.61,49.46,145.9,0.973,0,29.382,2.18,55.69,1866.38,2.76,6.96,3.955,12.09,2.53
2/5/2020,12.66,51.35,145.1333333,0.973,0,29.382,3.36,55.69,1922.07,2.84,6.96,3.955,12.92,2.53
2/6/2020,12.14,53.86,144.3666667,0.973,0,29.382,2.44,55.69,1977.76,2.93,6.96,3.955,12.03,2.53
2/7/2020,12.41,51.66,143.6,0.973,0,29.382,2.82,55.69,2033.45,3.01,6.96,3.955,12.37,2.53
2/8/2020,11.94,56.28,142.8333333,0.973,0,29.382,3.35,55.69,2089.14,3.09,6.96,3.955,11.98,2.53
2/9/2020,12.83,53.56,127.8666667,0.973,0,29.382,2.74,55.69,2144.83,3.17,6.96,3.955,12.54,2.53
2/10/2020,13.52,48.55,141.2666667,0.973,0,29.382,2.6,55.69,2200.52,3.26,6.96,3.955,12.78,2.53
2/11/2020,14.23,48.24,140.5,0.973,0,29.382,2.28,55.69,2256.21,3.34,6.96,3.955,13.15,2.53
2/12/2020,15.65,49.44,139.7333333,0.973,0,29.382,3.78,55.69,2311.9,3.42,6.96,3.955,15.4,2.53
2/13/2020,18.71,51.77,138.9666667,0.973,0,29.382,5.43,55.69,2367.59,3.5,6.96,3.955,18.87,2.53
2/14/2020,17.74,47.16,138.2,0.973,0,29.382,6.13,55.69,2423.28,3.59,6.96,3.955,17.82,2.53
2/15/2020,15.62,40.25,137.4333333,0.973,0,29.382,4.63,55.69,2478.97,3.67,6.96,3.955,15.55,2.53
2/16/2020,16.12,38.31,122.9666667,0.973,0,29.382,3.54,55.69,2534.66,3.75,6.96,3.955,15.64,2.53
2/17/2020,16.46,35.09,135.8666667,0.973,0,29.382,3.7,55.69,2590.35,3.83,6.96,3.955,15.71,2.53
2/18/2020,16.31,35.2,135.1,0.973,0,29.382,3.7,55.69,2646.04,3.92,6.96,3.955,15.51,2.53
2/19/2020,18.39,32.59,134.3333333,0.973,0,29.382,3.58,55.69,2701.73,4,6.96,3.955,17.05,2.53
2/20/2020,19.08,41.89,133.5666667,0.973,1.75,29.382,5.64,55.69,2757.42,4.08,6.96,3.955,19.14,2.53
2/21/2020,17.18,66.77,132.8,0.973,9.08,29.382,4.97,55.69,2813.11,4.16,6.96,3.955,17.27,2.53
2/22/2020,17.31,69.15,132,0.973,0.08,29.382,2.49,55.69,2868.8,4.25,6.96,3.955,17.16,2.53
2/23/2020,19.26,58.34,118.1,0.973,0.29,29.382,1.58,55.69,2924.49,4.33,6.96,3.955,19.33,2.53
2/24/2020,18.91,57.48,130.4666667,0.973,0,29.382,3.06,55.69,2980.18,4.41,6.96,3.955,19.39,2.53
2/25/2020,18.45,54.38,129.7,0.973,0.57,29.382,2.84,55.69,3035.87,4.49,6.96,3.955,18.88,2.53
2/26/2020,18.91,58.02,128.9333333,0.973,0,29.382,2.58,55.69,3091.56,4.58,6.96,3.955,19.05,2.53
2/27/2020,18.11,62.36,128.1666667,0.973,0,29.382,2.65,55.69,3147.25,4.66,6.96,3.955,18.47,2.53
2/28/2020,19.58,61.01,127.3666667,0.973,0,29.382,4.33,55.69,3202.94,4.74,6.96,3.955,20.13,2.53
2/29/2020,19.94,66.2,126.6,0.973,5.39,29.382,3.93,55.69,3258.63,4.82,6.96,3.955,20.3,2.53
3/1/2020,20.47,65.14,113.2666667,0.973,1.02,29.382,2.46,43.55,3302.18,4.89,6.96,3.955,21.37,2.53
3/2/2020,20.93,53.4,125.4,0.973,0,29.382,2,43.55,3345.73,4.95,6.96,3.955,21.82,2.53
3/3/2020,21,48.75,124.9333333,0.973,0,29.382,2.64,43.55,3389.28,5.02,6.96,3.955,21.57,2.53
3/4/2020,21.23,52.15,124.5,0.973,4.16,29.382,2.55,43.55,3432.83,5.08,6.96,3.955,21.67,2.53
3/5/2020,20.19,71.64,124.0666667,0.973,6.15,29.382,3.69,43.55,3476.38,5.15,6.96,3.955,20.64,2.53
3/6/2020,17.96,81.39,123.6,0.973,37.97,29.382,4.62,43.55,3519.93,5.21,6.96,3.955,17.94,2.53
3/7/2020,18,66.53,123.1666667,0.973,0.16,29.382,2.16,43.55,3563.48,5.27,6.96,3.955,17.64,2.53
3/8/2020,18.14,55.99,110.4666667,0.973,0,29.382,2.62,43.55,3607.03,5.34,6.96,3.955,18.2,2.53
3/9/2020,17.52,55,122.2666667,0.973,0,29.382,4.62,43.55,3650.58,5.4,6.96,3.955,17.63,2.53
3/10/2020,18.18,48.01,121.8333333,0.973,0,29.382,2.31,43.55,3694.13,5.47,6.96,3.955,18.61,2.53
3/11/2020,19.97,63.72,121.4,0.973,0.53,29.382,3.54,43.55,3737.68,5.53,6.96,3.955,20.43,2.53
3/12/2020,21.01,62.18,120.9333333,0.973,1.86,29.382,3.33,43.55,3781.23,5.6,6.96,3.955,21.44,2.53
3/13/2020,20.02,43.93,120.5,0.973,1.99,29.382,2.23,43.55,3824.78,5.66,6.96,3.955,19.82,2.53
3/14/2020,16.97,59.4,120.0666667,0.973,4.09,29.382,2.54,43.55,3868.33,5.73,6.96,3.955,17.55,2.53
3/15/2020,17.73,54.72,107.6333333,0.973,2.8,29.382,1.7,43.55,3911.88,5.79,6.96,3.955,18.51,2.53
3/16/2020,19.27,55,119.1666667,0.973,0,29.382,2.51,43.55,3955.43,5.85,6.96,3.955,19.78,2.53
3/17/2020,20.39,51.54,118.7333333,0.973,0,29.382,3.52,43.55,3998.98,5.92,6.96,3.955,20.55,2.53
3/18/2020,21.42,50,118.3,0.973,0,29.382,3.61,43.55,4042.53,5.98,6.96,3.955,21.63,2.53
3/19/2020,22.65,53.47,117.8333333,0.973,0,29.382,2.63,43.55,4086.08,6.05,6.96,3.955,23,2.53
3/20/2020,23.72,50.62,117.4,0.973,0.01,29.382,1.58,43.55,4129.63,6.11,6.96,3.955,23.67,2.53
3/21/2020,24.72,44.77,116.9666667,0.973,0,29.382,1.37,43.55,4173.18,6.18,6.96,3.955,25.05,2.53
3/22/2020,24.18,45.67,104.8666667,0.973,0,29.382,2.76,43.55,4216.73,6.24,6.96,3.955,24.39,2.53
3/23/2020,23.77,48.31,116.0666667,0.973,0,29.382,2.36,43.55,4260.28,6.31,6.96,3.955,24.63,2.53
3/24/2020,24.48,48.4,115.6333333,0.973,0.48,29.382,2.25,43.55,4303.83,6.37,6.96,3.955,24.5,2.53
3/25/2020,25.36,48.98,115.1666667,0.973,0,29.382,3.35,43.55,4347.38,6.43,6.96,3.955,26.03,2.53
3/26/2020,24,54.76,114.7333333,0.973,0.24,29.382,3.9,43.55,4390.93,6.5,6.96,3.955,24.52,2.53
3/27/2020,22.54,63.23,114.3,0.973,3.74,29.382,3.34,43.55,4434.48,6.56,6.96,3.955,23.4,2.53
3/28/2020,22.74,55.7,113.8333333,0.973,0.04,29.382,3.58,43.55,4478.03,6.63,6.96,3.955,23.8,2.53
3/29/2020,23.1,45.17,102.0666667,0.973,0,29.382,4.85,43.55,4521.58,6.69,6.96,3.955,23.79,2.53
3/30/2020,22.86,46.48,112.9666667,0.973,0,29.382,4.4,43.55,4565.13,6.76,6.96,3.955,23.59,2.53
3/31/2020,23.69,47.46,112.5,0.973,0.01,29.382,4.02,43.55,4608.68,6.82,6.96,3.955,24.36,2.53
4/1/2020,25.71,49.42,112.0666667,0.973,0.67,29.382,2.78,30,4638.68,6.87,6.96,3.955,26.65,2.53
4/2/2020,24.36,46.16,114.4,0.973,0,29.382,4.58,30,4668.68,6.91,6.96,3.955,25.48,2.53
4/3/2020,23.15,40.75,116.7333333,0.973,0,29.382,4.52,30,4698.68,6.95,6.96,3.955,23.99,2.53
4/4/2020,23.96,39.21,119.0666667,0.973,0,29.382,4.06,30,4728.68,7,6.96,3.955,24.63,2.53
4/5/2020,25.81,39.12,109.2666667,0.973,0,29.382,2.61,30,4758.68,7.04,6.96,3.955,26.9,2.53
4/6/2020,26.62,34.49,123.7333333,0.973,0,29.382,3.82,30,4788.68,7.09,6.96,3.955,27.56,2.53
4/7/2020,26.81,37.94,126.0666667,0.973,0,29.382,4.06,30,4818.68,7.13,6.96,3.955,27.74,2.53
4/8/2020,25.96,40.49,128.4,0.973,0,29.382,3.88,30,4848.68,7.18,6.96,3.955,27.24,2.53
4/9/2020,25.51,38.14,130.7666667,0.973,0,29.382,3.73,30,4878.68,7.22,6.96,3.955,26.72,2.53
4/10/2020,27.89,35.3,133.1,0.973,0,29.382,3.28,30,4908.68,7.26,6.96,3.955,28.27,2.53
4/11/2020,29.14,35.87,135.4333333,0.973,0,29.382,3.01,30,4938.68,7.31,6.96,3.955,30.17,2.53
4/12/2020,28.96,36.52,124,0.973,0,29.382,4.24,30,4968.68,7.35,6.96,3.955,29.94,2.53
4/13/2020,30.33,39.78,140.1,0.973,0,29.382,3.73,30,4998.68,7.4,6.96,3.955,31.58,2.53
4/14/2020,32.34,36.41,142.4333333,0.973,0,29.382,1.48,30,5028.68,7.44,6.96,3.955,32.89,2.53
4/15/2020,31.98,27.76,144.7666667,0.973,0,29.382,2.56,30,5058.68,7.49,6.96,3.955,32.26,2.53
4/16/2020,30.81,31.38,147.1,0.973,0,29.382,3.91,30,5088.68,7.53,6.96,3.955,31.88,2.53
4/17/2020,29.68,30.04,149.4333333,0.973,0.05,29.382,2.37,30,5118.68,7.58,6.96,3.955,30.61,2.53
4/18/2020,29.8,32.88,151.7666667,0.973,2.06,29.382,3.09,30,5148.68,7.62,6.96,3.955,30.85,2.53
4/19/2020,28.88,40.73,138.7,0.973,1.36,29.382,3.41,30,5178.68,7.66,6.96,3.955,30.25,2.53
4/20/2020,24.65,48.49,156.4333333,0.973,0.07,29.382,3.62,30,5208.68,7.71,6.96,3.955,24.97,2.53
4/21/2020,27.72,44.75,158.7666667,0.973,0.01,29.382,2.77,30,5238.68,7.75,6.96,3.955,29.56,2.53
4/22/2020,28.48,35.47,161.1,0.973,0,29.382,2.73,30,5268.68,7.8,6.96,3.955,30.29,2.53
4/23/2020,28.45,36.28,163.4333333,0.973,0.19,29.382,3.29,30,5298.68,7.84,6.96,3.955,28.38,2.53
4/24/2020,30.77,32.51,165.8,0.973,0.01,29.382,2.06,30,5328.68,7.89,6.96,3.955,32.19,2.53
4/25/2020,31.94,29.52,168.1333333,0.973,0.1,29.382,1.45,30,5358.68,7.93,6.96,3.955,33.08,2.53
4/26/2020,30.15,41.13,153.4333333,0.973,11.86,29.382,3.68,30,5388.68,7.98,6.96,3.955,31.48,2.53
4/27/2020,28.01,51.82,172.8,0.973,1.69,29.382,4.51,30,5418.68,8.02,6.96,3.955,29.64,2.53
4/28/2020,28.88,48.66,175.1333333,0.973,0.42,29.382,2.22,30,5448.68,8.06,6.96,3.955,31.22,2.53
4/29/2020,30.99,40.89,177.4666667,0.973,0,29.382,1.43,30,5478.68,8.11,6.96,3.955,32.77,2.53
4/30/2020,31.94,40.54,179.8,0.973,0.05,29.382,1.89,30,5508.68,8.15,6.96,3.955,34.27,2.53
5/1/2020,32.37,39.08,182.1333333,0.973,0.35,29.382,3.01,14.52,5523.2,8.17,6.96,3.955,34.09,2.53
5/2/2020,32.65,38.61,183.0333333,0.973,0,29.382,3.54,14.52,5537.72,8.2,6.96,3.955,34.5,2.53
5/3/2020,31.26,43.39,165.5666667,0.973,8.73,29.382,3.81,14.52,5552.24,8.22,6.96,3.955,32.17,2.53
5/4/2020,30.68,48.83,184.8666667,0.973,0.31,29.382,2.11,14.52,5566.76,8.24,6.96,3.955,33.58,2.53
5/5/2020,31.56,41.75,185.8,0.973,0.07,29.382,2.07,14.52,5581.28,8.26,6.96,3.955,33.97,2.53
5/6/2020,31.67,35.47,186.7,0.973,0.17,29.382,2.3,14.52,5595.8,8.28,6.96,3.955,33.51,2.53
5/7/2020,30.16,45.41,187.6333333,0.973,3.85,29.382,3.09,14.52,5610.32,8.3,6.96,3.955,32.31,2.53
5/8/2020,32.75,33.04,188.5333333,0.973,0,29.382,2.27,14.52,5624.84,8.32,6.96,3.955,33.9,2.53
5/9/2020,33.4,30.61,189.4333333,0.973,0,29.382,2.19,14.52,5639.36,8.35,6.96,3.955,35.09,2.53
5/10/2020,30.98,44.02,171.3333333,0.973,7.12,29.382,2.97,14.52,5653.88,8.37,6.96,3.955,32.89,2.53
5/11/2020,30.14,46.03,191.2666667,0.973,0,29.382,2.8,14.52,5668.4,8.39,6.96,3.955,30.81,2.53
5/12/2020,31.41,37.9,192.2,0.973,0.22,29.382,1.86,14.52,5682.92,8.41,6.96,3.955,33.83,2.53
5/13/2020,32.66,34.93,193.1,0.973,0.18,29.382,1.97,14.52,5697.44,8.43,6.96,3.955,34.9,2.53
5/14/2020,33.67,35.71,194,0.973,0.02,29.382,1.81,14.52,5711.96,8.45,6.96,3.955,36.29,2.53
5/15/2020,33.41,33.82,194.9333333,0.973,0.09,29.382,4.52,14.52,5726.48,8.48,6.96,3.955,35.54,2.53
5/16/2020,33.13,28.31,195.8333333,0.973,0,29.382,5.39,14.52,5741,8.5,6.96,3.955,34.86,2.53
5/17/2020,34.34,25.48,177.1,0.973,0,29.382,3.11,14.52,5755.52,8.52,6.96,3.955,36.43,2.53
5/18/2020,34.03,22.57,197.6666667,0.973,0,29.382,3.65,14.52,5770.04,8.54,6.96,3.955,36.15,2.53
5/19/2020,33.72,17.27,198.6,0.973,0,29.382,3.77,14.52,5784.56,8.56,6.96,3.955,35.91,2.53
5/20/2020,33.12,18.47,199.5,0.973,0,29.382,4.24,14.52,5799.08,8.58,6.96,3.955,35.31,2.53
5/21/2020,34.13,17.42,200.4,0.973,0,29.382,5.48,14.52,5813.6,8.6,6.96,3.955,35.67,2.53
5/22/2020,36.52,15.93,201.3333333,0.973,0,29.382,2.75,14.52,5828.12,8.63,6.96,3.955,38.54,2.53
5/23/2020,38.66,15.66,202.2333333,0.973,0,29.382,2.88,14.52,5842.64,8.65,6.96,3.955,40.2,2.53
5/24/2020,38.32,15.52,182.8666667,0.973,0,29.382,4.47,14.52,5857.16,8.67,6.96,3.955,40.36,2.53
5/25/2020,37.83,18.47,204.0666667,0.973,0,29.382,4.35,14.52,5871.68,8.69,6.96,3.955,40.01,2.53
5/26/2020,38.37,15.49,204.9666667,0.973,0,29.382,4.81,14.52,5886.2,8.71,6.96,3.955,39.95,2.53
5/27/2020,38.92,14.54,205.9,0.973,0,29.382,2.94,14.52,5900.72,8.73,6.96,3.955,40.07,2.53
5/28/2020,36.75,26.53,206.8,0.973,0.02,29.382,6.44,14.52,5915.24,8.75,6.96,3.955,39.33,2.53
5/29/2020,34.91,32.66,207.7333333,0.973,3.28,29.382,5.82,14.52,5929.76,8.78,6.96,3.955,37.15,2.53
5/30/2020,31.65,43.82,208.6333333,0.973,8.01,29.382,3.85,14.52,5944.28,8.8,6.96,3.955,32.94,2.53
5/31/2020,29.66,55.57,188.6,0.973,19.66,29.382,1.81,14.52,5958.8,8.82,6.96,3.955,31.33,2.53
6/1/2020,31.02,50.07,210.4666667,0.973,1.36,29.382,2.49,45.42,6004.22,8.89,6.96,3.955,33.25,2.53
6/2/2020,31.92,45.23,210.4666667,0.973,2.3,29.382,2.06,45.42,6049.64,8.95,6.96,3.955,34.28,2.53
6/3/2020,33.32,40.7,210.4666667,0.973,0.12,29.382,1.88,45.42,6095.06,9.02,6.96,3.955,36.35,2.53
6/4/2020,31.8,47.52,210.4666667,0.973,3.03,29.382,3.15,45.42,6140.48,9.09,6.96,3.955,33.87,2.53
6/5/2020,31.1,48.71,210.4333333,0.973,0.57,29.382,2.58,45.42,6185.9,9.16,6.96,3.955,34.01,2.53
6/6/2020,31.45,46.92,210.4333333,0.973,0.62,29.382,2.31,45.42,6231.32,9.22,6.96,3.955,34.38,2.53
6/7/2020,32.46,47.06,189.4,0.973,7.69,29.382,2.06,45.42,6276.74,9.29,6.96,3.955,34.15,2.53
6/8/2020,33.31,42.82,210.4333333,0.973,0.08,29.382,2.22,45.42,6322.16,9.36,6.96,3.955,35.81,2.53
6/9/2020,35.16,38.61,210.4333333,0.973,0.02,29.382,2.44,45.42,6367.58,9.42,6.96,3.955,37.43,2.53
6/10/2020,36.36,36.95,210.4333333,0.973,0.02,29.382,2.2,45.42,6413,9.49,6.96,3.955,38.78,2.53
6/11/2020,36.53,37.36,210.4333333,0.973,0.09,29.382,1.87,45.42,6458.42,9.56,6.96,3.955,38.79,2.53
6/12/2020,37.27,35.85,210.4333333,0.973,0,29.382,1.81,45.42,6503.84,9.63,6.96,3.955,40.14,2.53
6/13/2020,36.62,35.26,210.4,0.973,0.1,29.382,2.4,45.42,6549.26,9.69,6.96,3.955,39.08,2.53
6/14/2020,36.06,37.18,189.3666667,0.973,0.51,29.382,2.08,45.42,6594.68,9.76,6.96,3.955,38.72,2.53
6/15/2020,36.41,33.6,210.4,0.973,0.06,29.382,1.95,45.42,6640.1,9.83,6.96,3.955,39,2.53
6/16/2020,36.84,24.35,210.4,0.973,0.08,29.382,1.94,45.42,6685.52,9.89,6.96,3.955,38.67,2.53
6/17/2020,36.2,28.93,210.4,0.973,0.03,29.382,2.58,45.42,6730.94,9.96,6.96,3.955,39.46,2.53
6/18/2020,36.92,31.28,210.4,0.973,0.36,29.382,3.09,45.42,6776.36,10.03,6.96,3.955,39.88,2.53
6/19/2020,37.8,31.93,210.4,0.973,0,29.382,2.88,45.42,6821.78,10.1,6.96,3.955,39.86,2.53
6/20/2020,37.92,34.46,210.3666667,0.973,2.87,29.382,3,45.42,6867.2,10.16,6.96,3.955,39.84,2.53
6/21/2020,35.59,42.69,189.3333333,0.973,0.05,29.382,2.26,45.42,6912.62,10.23,6.96,3.955,39.15,2.53
6/22/2020,34.3,47.89,210.3666667,0.973,8.06,29.382,2,45.42,6958.04,10.3,6.96,3.955,36.59,2.53
6/23/2020,34.31,49.71,210.3666667,0.973,1.16,29.382,4.67,45.42,7003.46,10.37,6.96,3.955,37,2.53
6/24/2020,33.17,58.96,210.3666667,0.973,1.86,29.382,3.28,45.42,7048.88,10.43,6.96,3.955,35.43,2.53
6/25/2020,34.7,54.81,210.3666667,0.973,3.93,29.382,2,45.42,7094.3,10.5,6.96,3.955,37.54,2.53
6/26/2020,34.31,54.76,210.3666667,0.973,0.22,29.382,2.66,45.42,7139.72,10.57,6.96,3.955,35.98,2.53
6/27/2020,37.26,39.75,210.3666667,0.973,0.56,29.382,4.96,45.42,7185.14,10.63,6.96,3.955,38.63,2.53
6/28/2020,37.44,38.99,189.3,0.973,0.2,29.382,5.18,45.42,7230.56,10.7,6.96,3.955,38.92,2.53
6/29/2020,37.66,36.9,210.3333333,0.973,0.43,29.382,3.91,45.42,7275.98,10.77,6.96,3.955,39.31,2.53
6/30/2020,35.02,49.62,210.3333333,0.973,2.14,29.382,3.37,45.42,7321.4,10.84,6.96,3.955,38,2.53
7/1/2020,36.08,44.8,210.3333333,0.973,0.26,29.382,2.11,24.23,7345.63,10.87,6.96,3.955,39.66,2.53
7/2/2020,36.19,45.85,209.7333333,0.973,3.82,29.382,3.05,24.23,7369.86,10.91,6.96,3.955,38.49,2.53
7/3/2020,36.94,45.15,209.1,0.973,3.85,29.382,2.97,24.23,7394.09,10.94,6.96,3.955,39.08,2.53
7/4/2020,37.1,44.15,208.5,0.973,2.27,29.382,3.66,24.23,7418.32,10.98,6.96,3.955,39.65,2.53
7/5/2020,31.4,69.04,187.0666667,0.973,21.62,29.382,2.53,24.23,7442.55,11.01,6.96,3.955,32.25,2.53
7/6/2020,33.47,53.64,207.2666667,0.973,0.18,29.382,2.13,24.23,7466.78,11.05,6.96,3.955,35.55,2.53
7/7/2020,29.93,69.84,206.6333333,0.973,10.88,29.382,5.84,24.23,7491.01,11.09,6.96,3.955,30.72,2.53
7/8/2020,31.14,67.13,206.0333333,0.973,3.29,29.382,3.52,24.23,7515.24,11.12,6.96,3.955,32.71,2.53
7/9/2020,33.49,59.02,205.4,0.973,1.58,29.382,2.68,24.23,7539.47,11.16,6.96,3.955,35.59,2.53
7/10/2020,35.76,48.42,204.8,0.973,1.88,29.382,5.21,24.23,7563.7,11.19,6.96,3.955,37.16,2.53
7/11/2020,34.82,52.15,204.1666667,0.973,3.9,29.382,3.66,24.23,7587.93,11.23,6.96,3.955,36.12,2.53
7/12/2020,33.47,57.19,183.2,0.973,3.88,29.382,1.88,24.23,7612.16,11.27,6.96,3.955,34.77,2.53
7/13/2020,34,54.58,202.9333333,0.973,0,29.382,3.17,24.23,7636.39,11.3,6.96,3.955,36.16,2.53
7/14/2020,35.47,45.06,202.3333333,0.973,0,29.382,2.14,24.23,7660.62,11.34,6.96,3.955,37.95,2.53
7/15/2020,34.56,49.81,201.7,0.973,0.12,29.382,3.66,24.23,7684.85,11.37,6.96,3.955,36.81,2.53
7/16/2020,33.74,54.73,201.1,0.973,0.75,29.382,4.35,24.23,7709.08,11.41,6.96,3.955,36.03,2.53
7/17/2020,32.7,64.36,200.4666667,0.973,14.68,29.382,3.52,24.23,7733.31,11.45,6.96,3.955,33.82,2.53
7/18/2020,33.22,64.27,199.8666667,0.973,16.49,29.382,1.81,24.23,7757.54,11.48,6.96,3.955,34.03,2.53
7/19/2020,32.57,70.35,179.3,0.973,15.68,29.382,3.12,24.23,7781.77,11.52,6.96,3.955,33.06,2.53
7/20/2020,33.67,61.08,198.6333333,0.973,12.68,29.382,3.6,24.23,7806,11.55,6.96,3.955,34.13,2.53
7/21/2020,31.48,72.15,198,0.973,13.9,29.382,2.27,24.23,7830.23,11.59,6.96,3.955,32.04,2.53
7/22/2020,28.55,82.11,197.4,0.973,28.18,29.382,1.89,24.23,7854.46,11.62,6.96,3.955,28.72,2.53
7/23/2020,30.15,69.45,196.7666667,0.973,0.34,29.382,2.67,24.23,7878.69,11.66,6.96,3.955,31.16,2.53
7/24/2020,30.61,66.57,196.1666667,0.973,0.86,29.382,3.2,24.23,7902.92,11.7,6.96,3.955,31.68,2.53
7/25/2020,30.51,69.98,195.5333333,0.973,3.09,29.382,3.17,24.23,7927.15,11.73,6.96,3.955,31.58,2.53
7/26/2020,30.7,70.96,175.4333333,0.973,6.41,29.382,1.87,24.23,7951.38,11.77,6.96,3.955,31.61,2.53
7/27/2020,32.87,59.49,194.3,0.973,0.64,29.382,2.85,24.23,7975.61,11.8,6.96,3.955,33.47,2.53
7/28/2020,33.66,61.7,193.7,0.973,9.68,29.382,2.87,24.23,7999.84,11.84,6.96,3.955,34.07,2.53
7/29/2020,32.25,67.28,193.0666667,0.973,11.15,29.382,3.36,24.23,8024.07,11.88,6.96,3.955,32.79,2.53
7/30/2020,29.33,80.17,192.4666667,0.973,14.06,29.382,1.85,24.23,8048.3,11.91,6.96,3.955,29.95,2.53
7/31/2020,30.84,74.8,191.8333333,0.973,6.4,29.382,1.93,24.23,8072.53,11.95,6.96,3.955,31.53,2.53
8/1/2020,31.59,70.23,191.2333333,0.973,3.73,29.382,2.09,26.19,8098.72,11.99,6.96,3.955,31.79,2.53
8/2/2020,31.96,66.49,172.6,0.973,0.75,29.382,2.75,26.19,8124.91,12.02,6.96,3.955,32.44,2.53
8/3/2020,32.62,68.15,192.3,0.973,0.94,29.382,3.29,26.19,8151.1,12.06,6.96,3.955,32.97,2.53
8/4/2020,32.75,67.88,192.8333333,0.973,0.9,29.382,2.55,26.19,8177.29,12.1,6.96,3.955,33.53,2.53
