Date,Temperature,Relative Humidity,Peak Demand,Population Growth (%),Precipitation,Energy Imports (%),Wind speed 10 m,Delhi_Daily_Sales,Cumulative_EVs_Delhi,Estimated_Charging_Load_MW,Energy Mix Contribution (%),Renewable Energy (%),Earth Skin Temperature,GDP (Trillions USD)
11/26/2023,18.74,49.09,143.7,0.883,0,34.306,1.82,191.6,108362.67,160.38,7.965,5.174,17.76,3.22
11/27/2023,17.36,53.86,160.3,0.883,0.14,34.306,2.76,191.6,108554.27,160.66,7.965,5.174,16.37,3.22
11/28/2023,18.6,54.48,160.9333333,0.883,2.24,34.306,1.75,191.6,108745.87,160.94,7.965,5.174,17.54,3.22
11/29/2023,18.52,58.2,161.5333333,0.883,0.09,34.306,1.7,191.6,108937.47,161.23,7.965,5.174,17.41,3.22
11/30/2023,19.59,62.39,162.1666667,0.883,0,34.306,1.77,191.6,109129.07,161.51,7.965,5.174,19.07,3.22
12/1/2023,20.56,62.8,162.8,0.883,0,34.306,1.32,202.11,109331.18,161.81,7.965,5.174,20.75,3.22
12/2/2023,18.99,63.91,163.8,0.883,0,34.306,1.98,202.11,109533.29,162.11,7.965,5.174,19.14,3.22
12/3/2023,18.8,59.65,148.3333333,0.883,0.47,34.306,2.02,202.11,109735.4,162.41,7.965,5.174,19.24,3.22
12/4/2023,19.11,62.34,165.8,0.883,0.98,34.306,1.67,202.11,109937.51,162.71,7.965,5.174,19.74,3.22
12/5/2023,18.09,58.35,166.8,0.883,0.1,34.306,2.83,202.11,110139.62,163.01,7.965,5.174,18.58,3.22
12/6/2023,18.16,52.21,167.8,0.883,0,34.306,2.09,202.11,110341.73,163.31,7.965,5.174,17.99,3.22
12/7/2023,18.32,50.68,168.8,0.883,0,34.306,2.29,202.11,110543.84,163.6,7.965,5.174,18.26,3.22
12/8/2023,17.01,51.16,169.8,0.883,0,34.306,3.06,202.11,110745.95,163.9,7.965,5.174,16.82,3.22
12/9/2023,16.11,46.4,170.8333333,0.883,0,34.306,3.51,202.11,110948.06,164.2,7.965,5.174,15.73,3.22
12/10/2023,15.25,45.78,154.6666667,0.883,0,34.306,3.97,202.11,111150.17,164.5,7.965,5.174,14.66,3.22
12/11/2023,15.48,40.43,172.8333333,0.883,0,34.306,1.68,202.11,111352.28,164.8,7.965,5.174,13.42,3.22
12/12/2023,15.92,41.94,173.8333333,0.883,0,34.306,1.39,202.11,111554.39,165.1,7.965,5.174,13.72,3.22
12/13/2023,15.54,41.68,174.8333333,0.883,0,34.306,2.22,202.11,111756.5,165.4,7.965,5.174,13.81,3.22
12/14/2023,14.26,48.47,175.8333333,0.883,0,34.306,3.56,202.11,111958.61,165.7,7.965,5.174,13.66,3.22
12/15/2023,16.05,44.56,176.8333333,0.883,0,34.306,1.76,202.11,112160.72,166,7.965,5.174,14.2,3.22
12/16/2023,15.46,45.53,177.8333333,0.883,0,34.306,1.91,202.11,112362.83,166.3,7.965,5.174,14.23,3.22
12/17/2023,14.65,49.26,160.9333333,0.883,0,34.306,2.65,202.11,112564.94,166.6,7.965,5.174,14.09,3.22
12/18/2023,13.86,54.58,179.8333333,0.883,0,34.306,4.34,202.11,112767.05,166.9,7.965,5.174,13.68,3.22
12/19/2023,13.17,47.23,180.8333333,0.883,0,34.306,4.17,202.11,112969.16,167.19,7.965,5.174,13,3.22
12/20/2023,12.97,44.1,181.8333333,0.883,0,34.306,3.02,202.11,113171.27,167.49,7.965,5.174,12.16,3.22
12/21/2023,13.14,43.66,182.8333333,0.883,0,34.306,3.23,202.11,113373.38,167.79,7.965,5.174,12.6,3.22
12/22/2023,14.89,41.04,183.8333333,0.883,0,34.306,1.65,202.11,113575.49,168.09,7.965,5.174,13.08,3.22
12/23/2023,16.27,43.96,184.8333333,0.883,0,34.306,2.25,202.11,113777.6,168.39,7.965,5.174,15.03,3.22
12/24/2023,16.72,51.16,167.2666667,0.883,0,34.306,1.59,202.11,113979.71,168.69,7.965,5.174,15.52,3.22
12/25/2023,15.17,54.15,186.8666667,0.883,0,34.306,3.03,202.11,114181.82,168.99,7.965,5.174,14.77,3.22
12/26/2023,15.28,55.02,187.8666667,0.883,0,34.306,2.65,202.11,114383.93,169.29,7.965,5.174,15.19,3.22
12/27/2023,15.23,55.52,188.8666667,0.883,0,34.306,1.72,202.11,114586.04,169.59,7.965,5.174,14.3,3.22
12/28/2023,14.45,58.29,189.8666667,0.883,0,34.306,1.46,202.11,114788.15,169.89,7.965,5.174,13.25,3.22
12/29/2023,15.35,51.45,190.8666667,0.883,0,34.306,1.35,202.11,114990.26,170.19,7.965,5.174,12.88,3.22
12/30/2023,14.8,51.85,191.8666667,0.883,0,34.306,1.64,202.11,115192.37,170.48,7.965,5.174,13.67,3.22
12/31/2023,13.8,49.72,173.5666667,0.883,0,34.306,1.25,202.11,115394.48,170.78,7.965,5.174,12.29,3.22
1/1/2024,12.19,59.47,193.8666667,0.85,0,33.8,2.34,374.58,115769.06,171.34,8.5,5.8,11.89,3.5
1/2/2024,12.34,56.57,193.4333333,0.85,0,33.8,2.25,374.58,116143.64,171.89,8.5,5.8,11.62,3.5
1/3/2024,13.09,45.68,193,0.85,0,33.8,1.79,374.58,116518.22,172.45,8.5,5.8,12.2,3.5
1/4/2024,11.26,60.43,192.5333333,0.85,0,33.8,1.87,374.58,116892.8,173,8.5,5.8,11.65,3.5
1/5/2024,11.51,68.29,192.1,0.85,0,33.8,1.57,374.58,117267.38,173.56,8.5,5.8,11.01,3.5
1/6/2024,11.67,69.21,191.6666667,0.85,0,33.8,1.32,374.58,117641.96,174.11,8.5,5.8,10.79,3.5
1/7/2024,11.21,72.18,172.1,0.85,0,33.8,1.6,374.58,118016.54,174.66,8.5,5.8,10.42,3.5
1/8/2024,13.99,57.67,190.7666667,0.85,0,33.8,1.44,374.58,118391.12,175.22,8.5,5.8,12.09,3.5
1/9/2024,13.13,58.17,190.3333333,0.85,0.44,33.8,1.8,374.58,118765.7,175.77,8.5,5.8,12.83,3.5
1/10/2024,11.66,55.33,189.9,0.85,0,33.8,3.84,374.58,119140.28,176.33,8.5,5.8,11.89,3.5
1/11/2024,10.61,53.14,189.4666667,0.85,0,33.8,3.3,374.58,119514.86,176.88,8.5,5.8,10.75,3.5
1/12/2024,11.2,47.98,189.0333333,0.85,0,33.8,3.25,374.58,119889.44,177.44,8.5,5.8,10.54,3.5
1/13/2024,12.81,42.54,188.5666667,0.85,0,33.8,2.48,374.58,120264.02,177.99,8.5,5.8,11.68,3.5
1/14/2024,11.84,43.3,169.3333333,0.85,0,33.8,2.94,374.58,120638.6,178.55,8.5,5.8,11.02,3.5
1/15/2024,11.46,45.32,187.7,0.85,0,33.8,2.42,374.58,121013.18,179.1,8.5,5.8,10.6,3.5
1/16/2024,12.15,43.45,187.2666667,0.85,0,33.8,2.16,374.58,121387.76,179.65,8.5,5.8,11.14,3.5
1/17/2024,12,42.26,186.8,0.85,0,33.8,2.21,374.58,121762.34,180.21,8.5,5.8,10.3,3.5
1/18/2024,12.41,45.61,186.3666667,0.85,0,33.8,1.38,374.58,122136.92,180.76,8.5,5.8,10.89,3.5
1/19/2024,12.52,49.3,185.9333333,0.85,0,33.8,1.61,374.58,122511.5,181.32,8.5,5.8,11.77,3.5
1/20/2024,12.29,49.95,185.5,0.85,0,33.8,1.34,374.58,122886.08,181.87,8.5,5.8,10.65,3.5
1/21/2024,11.12,53.01,166.5333333,0.85,0,33.8,3.67,374.58,123260.66,182.43,8.5,5.8,10.91,3.5
1/22/2024,11.83,38.7,184.6,0.85,0,33.8,1.64,374.58,123635.24,182.98,8.5,5.8,10.09,3.5
1/23/2024,13.07,39.27,184.1666667,0.85,0,33.8,2.15,374.58,124009.82,183.53,8.5,5.8,11.05,3.5
1/24/2024,12.49,45.28,183.7333333,0.85,0,33.8,2.06,374.58,124384.4,184.09,8.5,5.8,12.33,3.5
1/25/2024,12.77,45.75,183.3,0.85,0,33.8,1.6,374.58,124758.98,184.64,8.5,5.8,12.09,3.5
1/26/2024,14.99,38.05,182.8333333,0.85,0,33.8,1.13,374.58,125133.56,185.2,8.5,5.8,12.61,3.5
1/27/2024,14.78,38.48,182.4,0.85,0,33.8,4,374.58,125508.14,185.75,8.5,5.8,13.99,3.5
1/28/2024,14.25,44.64,163.7666667,0.85,0,33.8,2.38,374.58,125882.72,186.31,8.5,5.8,13.25,3.5
1/29/2024,15.37,44.84,181.5333333,0.85,0,33.8,2,374.58,126257.3,186.86,8.5,5.8,14.37,3.5
1/30/2024,16.16,42.92,181.0666667,0.85,0,33.8,1.46,374.58,126631.88,187.42,8.5,5.8,14.8,3.5
1/31/2024,16.08,50.07,180.6333333,0.85,1.99,33.8,1.86,374.58,127006.46,187.97,8.5,5.8,15.36,3.5
2/1/2024,14.26,73.16,180.2,0.85,16.76,33.8,4.13,341.21,127347.67,188.47,8.5,5.8,14.39,3.5
2/2/2024,13.83,57.25,179.1333333,0.85,0.03,33.8,3.34,341.21,127688.88,188.98,8.5,5.8,13.7,3.5
2/3/2024,15.72,39.92,178.0666667,0.85,0.38,33.8,3.22,341.21,128030.09,189.48,8.5,5.8,15.75,3.5
2/4/2024,15.03,83.36,159.3,0.85,3.03,33.8,1.98,341.21,128371.3,189.99,8.5,5.8,15.02,3.5
2/5/2024,15.45,66.77,175.9666667,0.85,0.1,33.8,2.73,341.21,128712.51,190.49,8.5,5.8,15.64,3.5
2/6/2024,12.68,41.28,174.9,0.85,0,33.8,4.07,341.21,129053.72,191,8.5,5.8,12.86,3.5
2/7/2024,12.76,41.85,173.8333333,0.85,0,33.8,4.47,341.21,129394.93,191.5,8.5,5.8,12.72,3.5
2/8/2024,12.51,42.24,172.7666667,0.85,0,33.8,5.72,341.21,129736.14,192.01,8.5,5.8,12.57,3.5
2/9/2024,14.35,35.15,171.7,0.85,0,33.8,2.63,341.21,130077.35,192.51,8.5,5.8,13.03,3.5
2/10/2024,15.69,33.51,170.6333333,0.85,0,33.8,1.34,341.21,130418.56,193.02,8.5,5.8,13.77,3.5
2/11/2024,15.07,42.52,152.6,0.85,0,33.8,2.18,341.21,130759.77,193.52,8.5,5.8,14.39,3.5
2/12/2024,16.91,40.35,168.5333333,0.85,0,33.8,1.33,341.21,131100.98,194.03,8.5,5.8,15.26,3.5
2/13/2024,17.65,34.89,167.4666667,0.85,0,33.8,1.3,341.21,131442.19,194.53,8.5,5.8,15.83,3.5
2/14/2024,16.78,41.28,166.4,0.85,0,33.8,2.36,341.21,131783.4,195.04,8.5,5.8,16.59,3.5
2/15/2024,16.76,45.43,165.3333333,0.85,0,33.8,2.65,341.21,132124.61,195.54,8.5,5.8,16.65,3.5
2/16/2024,16.74,37.97,164.2666667,0.85,0,33.8,2.61,341.21,132465.82,196.05,8.5,5.8,16.22,3.5
2/17/2024,17.34,33.27,163.2,0.85,0,33.8,3.17,341.21,132807.03,196.55,8.5,5.8,15.96,3.5
2/18/2024,19.55,30.47,145.9333333,0.85,0,33.8,2.52,341.21,133148.24,197.06,8.5,5.8,17.92,3.5
2/19/2024,19.88,37.77,161.0666667,0.85,0.02,33.8,4.8,341.21,133489.45,197.56,8.5,5.8,19.65,3.5
2/20/2024,20.6,55.19,160.0333333,0.85,1.39,33.8,2.08,341.21,133830.66,198.07,8.5,5.8,20.5,3.5
2/21/2024,17.72,35.78,158.9666667,0.85,0,33.8,3.11,341.21,134171.87,198.57,8.5,5.8,17.92,3.5
2/22/2024,17.08,35.52,157.9,0.85,0,33.8,3,341.21,134513.08,199.08,8.5,5.8,17.28,3.5
2/23/2024,15.79,38.54,156.8333333,0.85,0,33.8,3.43,341.21,134854.29,199.58,8.5,5.8,16.21,3.5
2/24/2024,17.01,33.89,155.7666667,0.85,0,33.8,2.48,341.21,135195.5,200.09,8.5,5.8,17.31,3.5
2/25/2024,17.31,31.93,139.2333333,0.85,0,33.8,2.62,341.21,135536.71,200.59,8.5,5.8,17.85,3.5
2/26/2024,18.28,33.2,153.6333333,0.85,0,33.8,3.27,341.21,135877.92,201.1,8.5,5.8,19.07,3.5
2/27/2024,17.51,50,152.6,0.85,0.23,33.8,3.66,341.21,136219.13,201.6,8.5,5.8,18.1,3.5
2/28/2024,18.15,46.72,151.5333333,0.85,0.01,33.8,4.12,341.21,136560.34,202.11,8.5,5.8,18.75,3.5
2/29/2024,18.77,37.17,150.4666667,0.85,0,33.8,3.57,341.21,136901.55,202.61,8.5,5.8,18.99,3.5
3/1/2024,22.17,36.53,149.4,0.85,2.54,33.8,2.39,314.04,137215.59,203.08,8.5,5.8,22.43,3.5
3/2/2024,20.11,60.49,150.4333333,0.85,5.24,33.8,5.09,314.04,137529.63,203.54,8.5,5.8,20.14,3.5
3/3/2024,18.56,69.75,136.3333333,0.85,7.7,33.8,2.46,314.04,137843.67,204.01,8.5,5.8,18.42,3.5
3/4/2024,15.19,37.01,152.5,0.85,0.05,33.8,3.28,314.04,138157.71,204.47,8.5,5.8,16.07,3.5
3/5/2024,14.65,31.26,153.5666667,0.85,0,33.8,3.95,314.04,138471.75,204.94,8.5,5.8,15.22,3.5
3/6/2024,15.48,33.17,154.6,0.85,0,33.8,3.57,314.04,138785.79,205.4,8.5,5.8,16.16,3.5
3/7/2024,17.8,36.77,155.6333333,0.85,0,33.8,3.39,314.04,139099.83,205.87,8.5,5.8,18.31,3.5
3/8/2024,18.99,37.41,156.6666667,0.85,0,33.8,3.65,314.04,139413.87,206.33,8.5,5.8,19.52,3.5
3/9/2024,18.67,37.46,157.7,0.85,0,33.8,4.03,314.04,139727.91,206.8,8.5,5.8,19.17,3.5
3/10/2024,19.97,35.94,142.8666667,0.85,0,33.8,2.71,314.04,140041.95,207.26,8.5,5.8,20.29,3.5
3/11/2024,22.55,31.04,159.7666667,0.85,0,33.8,1.97,314.04,140355.99,207.73,8.5,5.8,22.33,3.5
3/12/2024,23.13,34.67,160.8,0.85,0,33.8,2.88,314.04,140670.03,208.19,8.5,5.8,23.29,3.5
3/13/2024,23.08,34.57,161.8666667,0.85,0.02,33.8,3.28,314.04,140984.07,208.66,8.5,5.8,23.62,3.5
3/14/2024,22.51,35.78,162.9,0.85,0,33.8,3.04,314.04,141298.11,209.12,8.5,5.8,23.54,3.5
3/15/2024,21.98,34.23,163.9333333,0.85,0,33.8,4.25,314.04,141612.15,209.59,8.5,5.8,22.7,3.5
3/16/2024,20.45,28.67,164.9666667,0.85,0,33.8,2.68,314.04,141926.19,210.05,8.5,5.8,21.02,3.5
3/17/2024,21.4,26.27,149.4,0.85,0,33.8,2.71,314.04,142240.23,210.52,8.5,5.8,22.07,3.5
3/18/2024,22.64,28.43,167.0333333,0.85,0,33.8,3.16,314.04,142554.27,210.98,8.5,5.8,23.45,3.5
3/19/2024,23.29,28.31,168.0666667,0.85,0,33.8,3.01,314.04,142868.31,211.45,8.5,5.8,23.72,3.5
3/20/2024,25.53,22.49,169.1,0.85,0,33.8,1.75,314.04,143182.35,211.91,8.5,5.8,24.59,3.5
3/21/2024,21.9,28.5,170.1666667,0.85,0,33.8,3.12,314.04,143496.39,212.37,8.5,5.8,21.76,3.5
3/22/2024,24.74,29.4,171.2,0.85,0,33.8,2.84,314.04,143810.43,212.84,8.5,5.8,25.8,3.5
3/23/2024,26.75,26.44,172.2333333,0.85,0,33.8,4.66,314.04,144124.47,213.3,8.5,5.8,27.18,3.5
3/24/2024,24.62,27.57,155.9333333,0.85,0,33.8,3.1,314.04,144438.51,213.77,8.5,5.8,24.24,3.5
3/25/2024,25.92,27.19,174.3,0.85,0,33.8,4.31,314.04,144752.55,214.23,8.5,5.8,26.92,3.5
3/26/2024,27.34,27.25,175.3333333,0.85,0,33.8,3.4,314.04,145066.59,214.7,8.5,5.8,27.32,3.5
3/27/2024,30.05,25.42,176.3666667,0.85,0,33.8,2.94,314.04,145380.63,215.16,8.5,5.8,30.75,3.5
3/28/2024,30.98,30.71,177.4,0.85,0,33.8,2.86,314.04,145694.67,215.63,8.5,5.8,32.57,3.5
3/29/2024,31.17,32.97,178.4666667,0.85,0.16,33.8,1.93,314.04,146008.71,216.09,8.5,5.8,32.81,3.5
3/30/2024,29.96,28.77,179.5,0.85,3.52,33.8,3.6,314.04,146322.75,216.56,8.5,5.8,30.48,3.5
3/31/2024,28.6,23.42,162.4666667,0.85,0,33.8,3.57,314.04,146636.79,217.02,8.5,5.8,29.19,3.5
4/1/2024,26.08,29.61,181.5666667,0.85,0,33.8,5.19,341.98,146978.77,217.53,8.5,5.8,26.78,3.5
4/2/2024,26.81,19.34,184.7333333,0.85,0,33.8,4.39,341.98,147320.75,218.03,8.5,5.8,27.85,3.5
4/3/2024,29.08,21.1,187.9,0.85,0,33.8,1.64,341.98,147662.73,218.54,8.5,5.8,29.96,3.5
4/4/2024,29.96,18.97,191.0666667,0.85,0,33.8,2.71,341.98,148004.71,219.05,8.5,5.8,31.59,3.5
4/5/2024,28.79,21.31,194.2666667,0.85,0,33.8,4.02,341.98,148346.69,219.55,8.5,5.8,29.63,3.5
4/6/2024,27.68,19.14,197.4333333,0.85,0,33.8,3.77,341.98,148688.67,220.06,8.5,5.8,29.01,3.5
4/7/2024,27.9,15.37,180.5333333,0.85,0,33.8,3.79,341.98,149030.65,220.57,8.5,5.8,28.61,3.5
4/8/2024,29.41,15.81,203.7666667,0.85,0,33.8,3.24,341.98,149372.63,221.07,8.5,5.8,30.04,3.5
4/9/2024,29.36,14.78,206.9333333,0.85,0,33.8,3.01,341.98,149714.61,221.58,8.5,5.8,30.77,3.5
4/10/2024,30.48,15.94,210.1333333,0.85,0,33.8,2.3,341.98,150056.59,222.08,8.5,5.8,31.76,3.5
4/11/2024,31.24,26.16,213.3,0.85,0,33.8,1.52,341.98,150398.57,222.59,8.5,5.8,33.21,3.5
4/12/2024,32.24,22.34,216.4666667,0.85,0.32,33.8,1.96,341.98,150740.55,223.1,8.5,5.8,33.37,3.5
4/13/2024,31.84,25.95,219.6333333,0.85,0,33.8,3.04,341.98,151082.53,223.6,8.5,5.8,32.57,3.5
4/14/2024,30.38,32.53,200.5333333,0.85,1.15,33.8,2.29,341.98,151424.51,224.11,8.5,5.8,31.26,3.5
4/15/2024,29.51,38.01,225.9666667,0.85,1.2,33.8,2.53,341.98,151766.49,224.61,8.5,5.8,29.86,3.5
4/16/2024,30.15,34.11,229.1333333,0.85,0,33.8,4.97,341.98,152108.47,225.12,8.5,5.8,31.46,3.5
4/17/2024,29.82,23.79,232.3333333,0.85,0,33.8,6.28,341.98,152450.45,225.63,8.5,5.8,31.05,3.5
4/18/2024,31.08,23.83,235.5,0.85,0,33.8,4.52,341.98,152792.43,226.13,8.5,5.8,31.89,3.5
4/19/2024,32.13,25.42,238.6666667,0.85,0,33.8,4.04,341.98,153134.41,226.64,8.5,5.8,33.75,3.5
4/20/2024,30.83,22.4,241.8333333,0.85,0,33.8,3.99,341.98,153476.39,227.15,8.5,5.8,32.59,3.5
4/21/2024,31.4,26.13,220.5,0.85,0,33.8,4.17,341.98,153818.37,227.65,8.5,5.8,33.29,3.5
4/22/2024,31.99,24.93,248.2,0.85,0.01,33.8,3.98,341.98,154160.35,228.16,8.5,5.8,34.27,3.5
4/23/2024,32.37,17.73,251.3666667,0.85,0,33.8,2.52,341.98,154502.33,228.66,8.5,5.8,34.63,3.5
4/24/2024,31.17,21.97,254.5333333,0.85,0.82,33.8,3.65,341.98,154844.31,229.17,8.5,5.8,32.7,3.5
4/25/2024,32.36,19.62,257.7,0.85,0,33.8,4.47,341.98,155186.29,229.68,8.5,5.8,33.59,3.5
4/26/2024,33.79,19.33,260.8666667,0.85,0,33.8,2.77,341.98,155528.27,230.18,8.5,5.8,35.47,3.5
4/27/2024,33.55,20.07,264.0333333,0.85,0.5,33.8,4.06,341.98,155870.25,230.69,8.5,5.8,35.31,3.5
4/28/2024,32.18,23.06,240.4666667,0.85,0.01,33.8,3.05,341.98,156212.23,231.19,8.5,5.8,34.12,3.5
4/29/2024,33.26,22.98,270.4,0.85,0,33.8,4.26,341.98,156554.21,231.7,8.5,5.8,35.02,3.5
4/30/2024,30.33,21.9,273.5666667,0.85,0,33.8,4.39,341.98,156896.19,232.21,8.5,5.8,32.22,3.5
5/1/2024,27.77,19.07,276.7333333,0.85,0,33.8,5.51,490.97,157387.16,232.93,8.5,5.8,29.31,3.5
5/2/2024,28.64,18.53,277.1,0.85,0,33.8,4.2,490.97,157878.13,233.66,8.5,5.8,30.35,3.5
5/3/2024,31.32,15.05,277.5,0.85,0,33.8,4.72,490.97,158369.1,234.39,8.5,5.8,32.7,3.5
5/4/2024,33.94,15.78,277.8666667,0.85,0,33.8,3.3,490.97,158860.07,235.11,8.5,5.8,35.26,3.5
5/5/2024,34.47,20.69,250.4333333,0.85,0,33.8,3.89,490.97,159351.04,235.84,8.5,5.8,36.5,3.5
5/6/2024,34.93,20.65,278.6333333,0.85,0,33.8,3.79,490.97,159842.01,236.57,8.5,5.8,37.02,3.5
5/7/2024,35.9,19.19,279.0333333,0.85,0,33.8,2.13,490.97,160332.98,237.29,8.5,5.8,38.28,3.5
5/8/2024,35.02,19.31,279.4,0.85,0,33.8,3.29,490.97,160823.95,238.02,8.5,5.8,37.55,3.5
5/9/2024,33.19,28.64,279.7666667,0.85,0.04,33.8,3.54,490.97,161314.92,238.75,8.5,5.8,36.15,3.5
5/10/2024,34.37,27.33,280.1666667,0.85,0.04,33.8,3.05,490.97,161805.89,239.47,8.5,5.8,37.4,3.5
5/11/2024,34.35,29.22,280.5333333,0.85,0.36,33.8,2.7,490.97,162296.86,240.2,8.5,5.8,37.1,3.5
5/12/2024,34.88,24.38,252.8333333,0.85,0.03,33.8,2.61,490.97,162787.83,240.93,8.5,5.8,36.51,3.5
5/13/2024,34.96,20.55,281.3,0.85,0.02,33.8,2.68,490.97,163278.8,241.65,8.5,5.8,37.53,3.5
5/14/2024,34.47,15.96,281.6666667,0.85,0,33.8,3.63,490.97,163769.77,242.38,8.5,5.8,36.49,3.5
5/15/2024,35.3,11.8,282.0666667,0.85,0,33.8,2.83,490.97,164260.74,243.11,8.5,5.8,36.68,3.5
5/16/2024,36.64,12.45,282.4333333,0.85,0,33.8,2.36,490.97,164751.71,243.83,8.5,5.8,38.26,3.5
5/17/2024,38.49,14.11,282.8333333,0.85,0,33.8,2.77,490.97,165242.68,244.56,8.5,5.8,39.96,3.5
5/18/2024,38.45,15.12,283.2,0.85,0,33.8,3.69,490.97,165733.65,245.29,8.5,5.8,40.52,3.5
5/19/2024,38.84,17.41,255.2333333,0.85,0,33.8,4.19,490.97,166224.62,246.01,8.5,5.8,41.09,3.5
5/20/2024,39.07,16.48,283.9666667,0.85,0,33.8,4.33,490.97,166715.59,246.74,8.5,5.8,41.19,3.5
5/21/2024,37.88,14.96,284.3333333,0.85,0,33.8,2.65,490.97,167206.56,247.47,8.5,5.8,40.53,3.5
5/22/2024,37.36,18.14,284.7333333,0.85,0,33.8,3.29,490.97,167697.53,248.19,8.5,5.8,40.09,3.5
5/23/2024,36.76,29.06,285.1,0.85,0,33.8,4.82,490.97,168188.5,248.92,8.5,5.8,39.43,3.5
5/24/2024,36.74,30.24,285.5,0.85,0,33.8,3.39,490.97,168679.47,249.65,8.5,5.8,40.24,3.5
5/25/2024,38.26,23.1,285.8666667,0.85,0,33.8,3.5,490.97,169170.44,250.37,8.5,5.8,40.87,3.5
5/26/2024,39.23,16.72,257.6,0.85,0,33.8,3.81,490.97,169661.41,251.1,8.5,5.8,41.13,3.5
5/27/2024,39.37,15.79,286.6333333,0.85,0,33.8,3.18,490.97,170152.38,251.83,8.5,5.8,41.48,3.5
5/28/2024,40.32,9.69,287,0.85,0,33.8,2.73,490.97,170643.35,252.55,8.5,5.8,41.38,3.5
5/29/2024,39.82,11.16,287.4,0.85,0,33.8,3.31,490.97,171134.32,253.28,8.5,5.8,41.28,3.5
5/30/2024,39.49,13.15,287.7666667,0.85,0,33.8,4.59,490.97,171625.29,254.01,8.5,5.8,41.19,3.5
5/31/2024,39.45,9.84,288.1666667,0.85,0,33.8,3.66,490.97,172116.26,254.73,8.5,5.8,40.67,3.5
6/1/2024,38.63,15.77,288.5333333,0.85,0.01,33.8,3.74,515.63,172631.89,255.5,8.5,5.8,40.28,3.5
